,artist,trap,hip hop,indie,punk,rap,jazz,pop,metal,country,folk,bluegrass,house,rock,opera,classical,instrumental,funk,broadway,genre
802,KB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ccm, christian hip hop, christian trap"
803,St. Vincent,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"art pop, chamber pop, dream pop, electropop, escape room, etherpop, folk-pop, freak folk, indie folk, indie pop, indie rock, indietronica, metropopolis, modern rock, new rave, pop"
804,Luis Coronel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"regional mexican, regional mexican pop"
805,The Smiths,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"dance rock, indie rock, madchester, new wave, permanent wave, rock, uk post-punk"
806,Carly Pearce,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country pop"
807,dvsn,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, canadian contemporary r&b, deep pop r&b, indie r&b, pop, r&b, rap, trap soul"
808,Sons Of Apollo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"neo classical metal, progressive metal"
809,Lecrae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ccm, christian alternative rock, christian hip hop, christian music, worship"
810,Nahko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,The Killers,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"indie rock, modern rock, permanent wave, rock"
812,Movements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"alternative emo, anthem emo, midwest emo"
813,Russell Dickerson,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country pop, country road, modern country rock"
814,The Front Bottoms,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"alternative emo, emo, modern rock, new jersey indie, pop punk"
815,Knuckle Puck,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative emo, anthem emo, chicago pop punk, pop punk"
816,Courtney Barnett / Kurt Vile,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"art pop, folk-pop, indie pop, indie rock, melbourne indie, modern rock, alternative rock, folk-pop, freak folk, indie folk, indie pop, indie rock, modern rock, neo-psychedelic, noise pop, philly indie"
817,Tech N9ne Collabos,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"country rap, deep underground hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop"
818,Stick To Your Guns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"melodic hardcore, melodic metalcore, metalcore, screamo"
819,Marilyn Manson,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, industrial, industrial metal, industrial rock, nu metal, post-grunge, rap rock, rock, wrestling"
820,King Krule,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"dream pop, indie rock, indietronica"
821,Fozzy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"alternative metal, post-grunge, wrestling"
822,Tank,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"deep pop r&b, r&b, urban contemporary"
823,Marc E. Bassy,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"indie poptimism, pop, pop rap, post-teen pop, r&b, rap"
824,August Burns Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"christian metal, deathcore, melodic metalcore, metalcore, screamo"
825,Liam Gallagher,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"britpop, indie rock, rock"
826,The Black Dahlia Murder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"death metal, deathcore, groove metal, melodic metalcore, metalcore"
827,The Replacements,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"alternative country, alternative pop, alternative rock, anti-folk, dance rock, folk rock, garage rock, indie rock, jangle pop, lo-fi, modern rock, new wave, noise pop, noise rock, permanent wave, pop rock, post-punk, power pop, punk, rock, roots rock"
828,Sabrina Claudio,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, electropop, indie r&b, pop, r&b"
829,Kelela,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative r&b, art pop, electropop, escape room, hyperpop, indie r&b, indietronica, r&b"
830,JD McPherson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"funk, modern blues rock, new americana, rockabilly"
831,Tamar Braxton,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, deep pop r&b, hip pop, neo soul, pop, r&b, urban contemporary"
832,The Darkness,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"comic, glam metal, hard rock, rock"
833,Primus,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"alternative metal, alternative rock, comic, funk metal, funk rock, garage rock, grunge, hard rock, nu metal, post-grunge, rap rock, rock"
834,Pearl Jam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alternative rock, grunge, permanent wave, post-grunge, rock"
835,Rittz,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"atl hip hop, country rap, gangster rap, pop rap, southern hip hop, trap music"
836,David Gilmour,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock"
837,Propagandhi,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"canadian indie, canadian punk, folk punk, melodic hardcore, orgcore, punk, ska punk, skate punk"
838,PARTYNEXTDOOR,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, pop, pop rap, r&b, rap, trap music, urban contemporary"
839,Wyclef Jean,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"pop, pop rap, rap kreyol"
840,Matt Redman,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"anthem worship, ccm, christian alternative rock, christian music, uk worship, world worship, worship, gospel, gospel r&b"
841,Fergie,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, hip pop, pop, pop rap, post-teen pop, r&b, urban contemporary, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music"
842,David Bowie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, art rock, dance rock, glam rock, new wave, permanent wave, protopunk, rock"
843,Marvin Sapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gospel
844,Hoodie Allen,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"indie pop rap, pop rap"
845,Chris Janson,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country road, modern country rock, redneck"
846,Gregg Allman,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"blues-rock, classic rock, country rock, electric blues, folk rock, jam band, mellow gold, modern blues, roots rock, southern rock"
847,Wolf Alice,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"garage rock, indie rock, indietronica, modern alternative rock, modern rock"
848,The National,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"chamber pop, folk-pop, indie folk, indie pop, indie rock, modern rock, stomp and holler"
849,Circa Survive,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"dreamo, emo, modern rock, philly indie, post-hardcore, progressive post-hardcore, screamo"
850,Home Free,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a cappella
851,Sleeping With Sirens,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"metalcore, pop emo, pop punk, screamo"
852,Mastodon,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, groove metal, hard rock, metal, nu metal, post-grunge, progressive metal, rock, sludge metal, stoner metal"
853,Josh Ritter,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"acoustic pop, alternative country, deep new americana, folk, folk-pop, indie folk, indie pop, neo mellow, new americana, roots rock, stomp and holler"
854,LIGHTS,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"canadian folk, canadian pop, electropop, indie poptimism, indietronica"
855,Ledisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,motivation
856,Illenium,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"edm, pop, pop edm, tropical house"
857,Counterparts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"alternative emo, anthem emo, canadian hardcore, canadian metal, deep melodic metalcore, melodic hardcore, melodic metalcore, metalcore, screamo"
858,Rapsody,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"alternative hip hop, escape room, hip hop, nc hip hop, southern hip hop, trap queen, underground hip hop"
859,Chelsea Wolfe,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"art pop, freak folk, gaian doom, post-doom metal, sacramento indie"
860,Queens Of The Stone Age,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, alternative rock, blues-rock, garage rock, modern rock, nu metal, post-grunge, rock, stoner metal, stoner rock"
861,The War On Drugs,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"indie folk, indie pop, indie rock, modern rock, philly indie"
862,Stephen Stills & Judy Collins,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"blues-rock, classic rock, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, roots rock, singer-songwriter, soft rock, southern rock, traditional folk, american folk revival, folk, folk rock, lilith, mellow gold, singer-songwriter, soft rock, traditional folk"
863,Big & Rich,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
864,Nothing More,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"alternative metal, nu metal, post-grunge"
865,Prophets Of Rage,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, conscious hip hop, rap metal, rap rock"
866,Superfruit,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, indie poptimism, strut"
867,Galantis,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"big room, dance pop, edm, electro house, pop, tropical house"
868,Jack Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neo mellow
869,Kip Moore,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country pop, country road, modern country rock"
870,LCD Soundsystem,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"alternative dance, alternative rock, art pop, dance-punk, electronic, electronic rock, garage rock, indie pop, indie rock, indietronica, modern rock, new rave, new wave"
871,Yusuf,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"british folk, folk, folk rock, mellow gold, nasheed, rock, singer-songwriter, soft rock"
872,Musiq Soulchild,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, hip pop, indie r&b, neo soul, r&b, urban contemporary, alternative r&b, british soul, deep pop r&b, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
873,Ringo Starr,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"album rock, bubblegum pop, classic rock, folk rock, mellow gold, rock, soft rock"
874,The Contortionist,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"deathcore, djent, jazz metal, mathcore, melodic metalcore, progressive post-hardcore, sci-fi metal"
875,Ricky Dillard & New G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contemporary gospel, gospel, praise"
876,The Doors,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, classic rock, piano rock, psychedelic rock, rock"
877,Gary Numan,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"art pop, art rock, dance rock, electronic, industrial, industrial rock, new romantic, new wave, new wave pop, permanent wave, post-punk, synthpop, uk post-punk"
878,Incubus,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,"alternative metal, alternative rock, funk metal, modern rock, nu metal, pop rock, post-grunge, rap rock, rock"
879,Witt Lowry,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,indie pop rap
880,Fifth Harmony,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, girl group, pop, post-teen pop, r&b, talent show"
881,Shakira,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"colombian pop, dance pop, latin, latin pop, mexican pop, pop"
882,The Lone Bellow,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"deep new americana, folk-pop, indie folk, new americana, stomp and holler"
883,Farruko,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"latin, reggaeton, trap latino, tropical"
884,Paramore,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"candy pop, emo, pixie, pop emo, pop punk"
885,Ariel Pink,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"alternative dance, alternative rock, art pop, chillwave, dance-punk, dream pop, experimental pop, folk-pop, freak folk, garage psych, indie folk, indie garage rock, indie pop, indie rock, indietronica, la indie, lo-fi, modern rock, neo-psychedelic, new rave, new wave, new weird america, noise pop, noise rock, nu gaze"
886,Toby Keith,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country road"
887,Tori Amos,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"art pop, ectofolk, folk, folk-pop, lilith, melancholia, new wave pop, permanent wave, piano rock, pop rock, singer-songwriter"
888,Alvvays,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"art pop, chillwave, folk-pop, indie pop, indie psych-rock, indie rock, indietronica, modern rock, preverb, shoegaze, toronto indie"
889,Don Williams,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"country, country gospel, country rock, cowboy western, nashville sound, outlaw country, traditional country"
890,Arch Enemy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"alternative metal, death metal, groove metal, melodic death metal, metal, nu metal, power metal, progressive metal, slayer, speed metal, swedish death metal, swedish metal"
891,Lynch Mob,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, glam metal, hard rock, modern hard rock, sleaze rock"
892,Yandel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"latin, latin hip hop, latin pop, pop, reggaeton, reggaeton flow, tropical, dance pop, latin, latin hip hop, latin pop, pop, reggaeton, tropical"
893,The Texas Tenors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,MuteMath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dreamo
895,Jonny Lang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"blues-rock, electric blues, modern blues, modern blues rock"
896,Ugly God,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap, southern hip hop, trap music, underground hip hop, vapor trap"
897,Nothing But Thieves,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"alternative pop rock, modern alternative rock, modern rock, rock"
898,Arcade Fire,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"alternative dance, alternative rock, canadian indie, chamber pop, dance-punk, garage rock, indie folk, indie pop, indie rock, indietronica, modern rock, new rave, permanent wave, quebec indie, rock"
899,The Script,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"celtic rock, dance pop, neo mellow, pop, pop rock, post-teen pop, viral pop"
900,Steve Winwood,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"album rock, art rock, classic rock, dance rock, folk, folk rock, heartland rock, mellow gold, new romantic, new wave, new wave pop, pop rock, rock, soft rock, symphonic rock"
901,Foreigner,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, soft rock"
902,Steely Dan,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"album rock, art rock, blues-rock, classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, roots rock, soft rock, southern rock, yacht rock"
903,Boney James,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,smooth jazz
904,Jonas Blue,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"dance pop, edm, pop, tropical house, uk dance, indie anthem-folk, tropical house, uk contemporary r&b, uk pop"
905,Tasha Cobbs Leonard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gospel, naija worship"
906,Lady Antebellum,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country dawn, country pop, country road, neo mellow"
907,Julia Michaels,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, electropop, pop, post-teen pop, r&b"
908,John Mayer,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"neo mellow, pop, pop rock, singer-songwriter"
909,PVRIS,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"modern rock, pixie, pop emo, pop punk"
910,Iron And Wine,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"acoustic pop, chamber pop, folk-pop, indie folk, indie pop, indie rock, modern rock, neo mellow, new americana, stomp and holler"
911,Action Bronson,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative hip hop, east coast hip hop, hip hop, nyc rap, pop rap, rap, southern hip hop, underground hip hop"
912,Christian Nodal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,regional mexican pop
913,Turnover,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative emo, anthem emo, emo, pop punk"
914,The Cadillac Three,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,modern southern rock
915,Neck Deep,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"anthem emo, pop punk, uk pop punk"
916,Grizzly Bear,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"alternative dance, art pop, brooklyn indie, chamber pop, chillwave, dream pop, folk-pop, freak folk, indie folk, indie pop, indie rock, indietronica, modern rock, new rave, new weird america, noise pop, shimmer pop, stomp and holler"
917,Steven Wilson,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"art rock, progressive metal, progressive rock, symphonic rock"
918,Travis Greene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"gospel, naija worship, praise"
919,Thy Art Is Murder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"australian metal, deathcore, melodic metalcore, metalcore"
920,Lucas Hoge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Josh Abbott Band,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country road, modern country rock, outlaw country, red dirt, texas country"
922,Zara Larsson,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"dance pop, edm, electropop, pop, post-teen pop, scandipop, swedish electropop, swedish pop, tropical house"
923,Bonnie Tyler,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"disco, europop, new wave pop, soft rock"
924,Glen Campbell,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"adult standards, brill building pop, bubblegum pop, christmas, folk, folk rock, lounge, mellow gold, nashville sound, outlaw country, soft rock, traditional country, traditional folk"
925,Lindsay Ell,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"alberta country, canadian contemporary country, canadian country, contemporary country, country pop"
926,dodie,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"indie cafe pop, pop"
927,Emily Saliers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,Dylan Scott,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country pop, country road, modern country rock"
929,Andy Mineo & Wordsplayed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"christian hip hop, christian trap, christian hip hop, christian hip hop, christian trap"
930,Wage War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"melodic metalcore, metalcore, post-screamo, screamo"
931,Randy Newman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"disney, movie tunes, singer-songwriter"
932,Tyler Childers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kentucky indie, new americana"
933,Vic Mensa,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"chicago rap, conscious hip hop, hip hop, pop rap, rap, southern hip hop, trap music, underground hip hop"
934,Accept,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, german metal, glam metal, hard rock, metal, power metal, progressive metal, rock, speed metal, thrash metal"
935,A$AP Twelvyy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"rap, underground hip hop"
936,Brad Paisley,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
937,Dead Cross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,Sean Price,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"alternative hip hop, boom bap, hardcore hip hop, hip hop, southern hip hop, turntablism, underground rap"
939,Alice Cooper,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"album rock, classic rock, comic, glam metal, glam rock, hard rock, metal, protopunk, rock"
940,Manchester Orchestra,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"dreamo, indie folk, indie pop, indie rock, modern rock, stomp and holler"
941,Cage The Elephant,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"garage rock, indie pop, indie rock, modern rock, punk blues, rock"
942,The Isley Brothers / Santana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"classic soul, disco, funk, motown, quiet storm, soul, southern soul, classic rock, psychedelic rock, rock"
943,Rings Of Saturn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"deathcore, djent, melodic metalcore, progressive deathcore"
944,Anthony Brown & group therAPy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contemporary gospel, gospel"
945,Joe Nichols,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
946,Nichole Nordeman,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ccm, christian alternative rock, christian music, worship"
947,In This Moment,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"alternative metal, gothic symphonic metal, melodic metalcore, nu metal, post-grunge"
948,Sara Evans,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"contemporary country, country, country dawn, country gospel, country road"
949,"Damian ""Jr. Gong"" Marley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"reggae, reggae fusion"
950,Jay-Z/Linkin Park,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"east coast hip hop, gangster rap, hip hop, pop rap, rap, alternative metal, nu metal, post-grunge, rap metal"
951,Parmalee,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country pop, country road, modern country rock, modern uplift"
952,Bryan Popin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gospel r&b
953,Projected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Brantley Gilbert,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock, redneck"
955,Radiohead,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"alternative rock, art rock, melancholia, modern rock, oxford indie, permanent wave, rock"
956,Silverstein,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"canadian rock, emo, metalcore, pop punk, post-hardcore, screamo"
957,HAIM,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,"dance pop, folk-pop, indie pop, indietronica, metropopolis, modern rock, pop, tropical house"
958,Oh Wonder,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"electropop, indie poptimism, pop"
959,WizKid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"afro dancehall, afropop, azonto, nigerian hip hop, nigerian pop"
960,Stone Sour,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"alternative metal, groove metal, nu metal, post-grunge, rap rock, rock"
961,kirstin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,Mura Masa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"channel islands indie, vapor soul"
963,Fetty Wap,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"hip hop, new jersey rap, pop, pop rap, rap, southern hip hop, trap music"
964,Nicky Jam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"latin, latin hip hop, pop, reggaeton, tropical"
965,Sevyn Streeter,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, deep pop r&b, hip pop, indie r&b, pop, r&b, rap, trap queen, urban contemporary"
966,Broken Social Scene,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"alternative dance, alternative rock, canadian indie, canadian rock, chamber pop, chillwave, dance-punk, dream pop, folk-pop, freak folk, indie folk, indie pop, indie rock, indietronica, lo-fi, modern rock, noise pop, nu gaze, post-rock, slow core, stomp and holler"
967,Toro y Moi,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"alternative dance, alternative r&b, art pop, chillwave, indie pop, indietronica, new rave, nu gaze"
968,Johnny Cash,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"outlaw country, traditional country"
969,Rick Ross,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music, funk, neo soul, r&b, soul, urban contemporary"
970,Billy Currington,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"contemporary country, country, country road, modern country rock"
971,Kehlani,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"dance pop, pop, post-teen pop, r&b"
972,TLC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"atl hip hop, dance pop, girl group, hip pop, maskandi, new jack swing, pop, r&b, urban contemporary"
973,ZZ Ward,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,folk-pop
974,Gloria Trevi & Alejandra Guzman,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"latin, latin arena pop, latin pop, mexican pop, grupera, latin, latin arena pop, latin pop, mexican pop, rock en espanol"
975,Z-Ro,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"deep southern trap, dirty south rap, gangster rap, houston rap, latin hip hop, pop rap, southern hip hop, trap music"
976,The Acacia Strain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"deathcore, djent, mathcore, melodic metalcore, metalcore"
