"","artist","song","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop","X","trap","hip.hop","indie","punk","rap","jazz","pop","metal","country","folk","bluegrass","house","rock","opera","classical","instrumental","funk","broadway","Year"
"102","Alan Jackson","Where I Come From",2001-08-25,76,20,0.202,0.716,238743,0.626,8.23333333333333e-07,11,0.185,-8.11,0,0.0349,124.709,4,0.76,8,"Summer",7,442,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2001"
"103","Alanis Morissette","Hands Clean",2002-02-02,65,20,0.002,0.51,270933,0.813,2.295e-06,7,0.512,-5.101,1,0.0296,100.034,4,0.505,2,"Winter",1,1542,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2002"
"104","Alanis Morissette","Everything",2004-06-05,97,9,0.155,0.489,273860,0.725,8.465e-05,10,0.13,-5.771,1,0.0308,144.018,4,0.34,6,"Summer",1,1542,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2004"
"105","Alessia Cara","Wild Things",2016-03-12,91,20,0.02,0.741,188493,0.626,0,1,0.083,-4.826,0,0.0886,108.029,4,0.706,3,"Spring",1,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"106","Alessia Cara","Here",2015-08-22,95,34,0.078,0.376,199453,0.821,0,0,0.082,-3.974,1,0.104,120.462,4,0.331,8,"Summer",0,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
"107","Alessia Cara","Growing Pains",2018-07-14,99,8,0.083,0.353,193627,0.753,0,1,0.383,-6.276,0,0.74,191.142,4,0.432,7,"Summer",3,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2018"
"108","Alessia Cara","Scars To Your Beautiful",2016-09-17,95,43,0.028,0.573,230227,0.739,0,0,0.111,-5.74,1,0.129,97.085,4,0.451,9,"Fall",2,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"109","Alex Clare","Too Close",2012-04-07,75,44,0.014,0.579,256560,0.731,0,11,0.113,-4.16,0,0.0452,126.07,4,0.284,4,"Spring",0,2901,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2012"
"110","Alice In Chains","Check My Brain",2009-10-03,99,4,0,0.44,237907,0.844,0.0514,10,0.723,-3.315,1,0.0461,113.989,4,0.304,10,"Fall",0,381,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2009"
"111","Alice Merton","No Roots",2018-04-07,100,3,0.264,0.863,235813,0.657,0.00619,7,0.071,-7.295,1,0.105,115.958,4,0.829,4,"Spring",0,599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2018"
"112","Alicia Keys","Doesn't Mean Anything",2009-10-10,61,10,0.036,0.712,272613,0.407,0.000291,4,0.096,-7.104,0,0.0308,103.97,4,0.1,10,"Fall",4,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2009"
"113","Alicia Keys","Teenage Love Affair",2008-05-24,78,16,0.632,0.636,190200,0.826,0,11,0.197,-4.668,1,0.162,87.665,4,0.679,5,"Spring",2,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"114","Alicia Keys","Karma",2004-11-27,93,29,0.074,0.727,256000,0.736,0.00311,10,0.035,-6.203,1,0.0615,85.1,4,0.687,11,"Fall",3,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"115","Alicia Keys","You Don't Know My Name",2003-11-15,63,20,0.418,0.415,393666,0.563,0.0023985,6,0.614,-8.483,0,0.167,162.03,4,0.273,11,"Fall",3,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"116","Alicia Keys","How Come You Don't Call Me",2002-04-06,74,9,0.155,0.835,237627,0.547,0.000291,6,0.058,-7.69,0,0.0515,124.561,3,0.759,4,"Spring",2,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2002"
"117","Alicia Keys","No One",2007-09-22,71,39,0.252,0.619,311893,0.631,5.79e-06,1,0.556,-5.422,0,0.0503,89.952,4,0.185,9,"Fall",1,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"118","Alicia Keys","If I Ain't Got You",2004-03-06,64,40,0.328,0.492,332913,0.491,0.000147385,7,0.521,-9.084,1,0.0829,113.753,3,0.194,3,"Spring",4,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"119","Alicia Keys","Fallin'",2001-06-16,98,34,0.179,0.479,247280,0.605,0.004925,7,0.598,-7.798,0,0.0567,137.165,3,0.406,6,"Summer",0,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2001"
"120","Alicia Keys","Like You'll Never See Me Again",2007-11-24,93,24,0.174,0.562,315360,0.658,0.000285,7,0.102,-8.072,1,0.0314,127.81,4,0.268,11,"Fall",2,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"121","Alicia Keys","Superwoman",2008-09-27,97,7,0.267,0.408,274107,0.494,0.00285,0,0.11,-8.291,1,0.0476,161.698,4,0.136,9,"Fall",3,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"122","Alicia Keys","A Woman's Worth",2001-10-27,90,20,0.331,0.667,303333,0.41,0,4,0.064,-8.323,0,0.138,75.069,4,0.493,10,"Fall",1,1220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2001"
"123","Alien Ant Farm","Smooth Criminal",2001-08-25,78,20,0.004,0.647,209267,0.964,0.0036,9,0.15,-4.225,0,0.06,126.942,4,0.875,8,"Summer",0,4322,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,"2001"
"124","All Time Low","Damned If I Do Ya (Damned If I Don't)",2009-07-04,67,1,0.003,0.546,188924,0.946,0.001055,6,0.373,-3.399,1,0.0764,128.048,4,0.489,7,"Summer",0,1010,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2009"
"125","Aloe Blacc","The Man",2013-12-28,85,20,0.033,0.308,254880,0.769,0,11,0.214,-7.256,0,0.065,81.853,4,0.488,12,"Winter",0,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013"
"126","alt-J","Left Hand Free",2014-10-11,99,1,0.462,0.697,173631,0.877,0.00943,3,0.083,-4.465,1,0.0462,101.99,4,0.802,10,"Fall",0,334,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2014"
"127","Aly & AJ","Rush",2006-03-04,92,11,0.019,0.551,191733,0.825,3.96e-05,2,0.132,-5.108,0,0.0422,129.971,4,0.18,3,"Spring",0,4101,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2006"
"128","Aly & AJ","Greatest Time Of Year",2006-12-09,96,1,0,0.513,218493,0.838,0,10,0.606,-4.986,1,0.05,150.996,4,0.832,12,"Winter",1,4101,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2006"
"129","Aly & AJ","Like Whoa",2008-02-09,92,8,0.012,0.7,150827,0.831,0.000966,6,0.095,-4.931,1,0.0681,121.003,4,0.808,2,"Winter",3,4101,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"130","Aly & AJ","Potential Breakup Song",2007-07-14,98,17,0.001,0.57,219773,0.886,0.00739,6,0.594,-4.145,0,0.044,158.035,4,0.805,7,"Summer",2,4101,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"131","Amanda Perez","Never",2002-02-16,94,16,0.108,0.559,253547,0.564,0,5,0.455,-4.05,0,0.0308,96.007,4,0.249,2,"Winter",0,4534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2002"
"132","Amanda Perez","Angel",2003-02-01,64,20,0.494,0.626,218467,0.538,0,4,0.217,-6.865,0,0.0568,143.819,4,0.359,2,"Winter",1,4534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"133","American Authors","Best Day Of My Life",2013-11-30,93,36,0.063,0.673,194240,0.902,0.000174,2,0.055,-2.378,1,0.0347,100.016,4,0.521,11,"Fall",0,1450,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2013"
"134","American Hi-Fi","Flavor Of The Weak",2001-06-23,69,20,0,0.389,188840,0.959,1.09e-05,10,0.335,-1.886,1,0.0745,151.334,4,0.597,6,"Summer",0,4453,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2001"
"135","Amerie","1 Thing",2005-02-12,100,20,0.107,0.612,238760,0.961,4.17e-05,10,0.041,-3.078,0,0.333,129.873,5,0.867,2,"Winter",0,3635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2005"
"136","Amine","Caroline",2016-09-24,96,28,0.17,0.941,209640,0.335,0,5,0.262,-10.179,0,0.505,120.041,4,0.707,9,"Fall",0,228,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"137","Amy Winehouse","You Know I'm No Good",2007-03-31,95,13,0.013,0.705,256947,0.806,0.00428,9,0.07,-3.607,1,0.0309,103.383,4,0.734,3,"Spring",0,238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"138","Amy Winehouse","Rehab",2007-03-31,91,20,0.047,0.434,213760,0.872,1.83e-06,0,0.396,-2.974,1,0.0702,71.515,4,0.732,3,"Spring",0,238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"139","Anastacia","I'm Outta Love",2000-04-01,97,3,0.407,0.761,242773,0.717,0,10,0.114,-5.836,0,0.054,119.437,4,0.685,4,"Spring",0,4736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2000"
"140","Andrew McMahon In The Wilderness","Cecilia And The Satellite",2015-09-12,99,3,0.013,0.381,223880,0.844,0,5,0.318,-7.123,1,0.144,194,4,0.239,9,"Fall",0,237,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2015"
"141","Andy Grammer","Honey, I'm Good.",2015-02-28,96,31,0.032,0.752,199263,0.775,0,9,0.351,-7.289,1,0.0546,122.014,4,0.595,2,"Winter",1,735,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"2015"
"142","Andy Grammer","Fine By Me",2012-04-21,87,10,0.009,0.583,172893,0.791,0,11,0.045,-4.087,1,0.0318,89.993,4,0.878,4,"Spring",1,735,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"2012"
"143","Andy Grammer","Keep Your Head Up",2011-06-18,94,20,0.047,0.674,189933,0.778,0,0,0.145,-5.367,1,0.0376,90.01,4,0.816,6,"Summer",0,735,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"2011"
"144","Andy Grammer","Fresh Eyes",2016-10-22,97,18,0.548,0.828,198001,0.56,3.66e-05,0,0.15,-6.685,1,0.0327,122.054,4,0.872,10,"Fall",1,735,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"2016"
"145","Andy Griggs","If Heaven",2005-02-12,90,16,0.548,0.523,210973,0.365,1.2e-05,4,0.133,-8.977,1,0.0276,144.871,4,0.256,2,"Winter",1,4508,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2005"
"146","Andy Griggs","She Thinks She Needs Me",2004-07-31,76,16,0.079,0.497,239000,0.568,0,0,0.223,-7.67,1,0.0285,138.107,4,0.386,7,"Summer",0,4508,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2004"
"147","Angels & Airwaves","The Adventure",2006-04-29,92,14,0.052,0.539,312533,0.857,0.00119,11,0.128,-5.924,1,0.0455,144.129,4,0.209,4,"Spring",0,1582,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2006"
"148","Angie Stone","Wish I Didn't Miss You",2002-03-23,92,19,0.355,0.856,270893,0.755,0.000621,10,0.145,-5.691,1,0.0331,123.883,4,0.842,3,"Spring",2,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2002"
"149","Angie Stone","Brotha",2001-11-10,90,20,0.538,0.801,268133,0.434,0,7,0.073,-9.174,0,0.376,132.254,4,0.661,11,"Fall",1,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2001"
"150","Anna Nalick","Breathe (2 AM)",2005-04-30,92,34,0.417,0.386,279827,0.452,0,2,0.088,-7.715,1,0.0278,169.837,3,0.287,4,"Spring",0,4318,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2005"
"151","Annie Lennox","I Put A Spell On You",2015-02-28,97,1,0.419,0.568,212047,0.355,1.01e-05,2,0.126,-7.99,0,0.0359,174.034,3,0.291,2,"Winter",0,2050,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2015"
"152","Anthony Hamilton","Can't Let Go",2006-03-18,97,19,0.582,0.65,232533,0.501,0,10,0.112,-6.905,1,0.0963,127.984,4,0.374,3,"Spring",1,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2006"
"153","Anthony Hamilton","Charlene",2004-09-04,72,22,0.536,0.556,246773,0.346,0,0,0.106,-9.809,0,0.311,123.869,4,0.451,9,"Fall",0,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2004"
"154","Arcade Fire","Reflektor",2013-09-28,99,1,0.044,0.59,453949,0.721,0.0155,11,0.352,-8.32,0,0.0317,111.524,4,0.656,9,"Fall",0,898,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"2013"
"155","Arctic Monkeys","Do I Wanna Know?",2013-12-21,99,20,0.186,0.548,272394,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,0.405,12,"Winter",0,514,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2013"
"156","Ariana Grande","Dangerous Woman",2016-04-02,10,21,0.053,0.662,235947,0.602,0,4,0.356,-5.369,0,0.0401,133.969,3,0.29,4,"Spring",2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"157","Ariana Grande","Baby I",2013-08-10,94,3,0.023,0.719,197600,0.792,0,1,0.382,-3.685,1,0.035,101.969,4,0.499,8,"Summer",0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"158","Ariana Grande","R.E.M",2018-09-01,72,1,0.375,0.831,245667,0.485,1.47e-05,10,0.118,-6.677,0,0.15,80.022,4,0.622,9,"Fall",3,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2018"
"159","Ariana Grande","Into You",2016-05-28,83,24,0.016,0.623,244453,0.734,1.9e-06,9,0.145,-5.95,1,0.107,107.853,4,0.372,5,"Spring",4,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"160","Ariana Grande","One Last Time",2015-02-28,80,20,0.093,0.628,197267,0.593,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,0.104,2,"Winter",1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2015"
"161","Ariana Grande","Be Alright",2016-04-09,43,1,0.169,0.813,179293,0.456,2.85e-06,1,0.105,-7.667,0,0.0685,108.801,4,0.587,4,"Spring",3,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2016"
"162","Ashanti","Rock Wit U (Awww Baby)",2003-05-10,56,21,0.433,0.712,209120,0.805,0,4,0.179,-3.142,0,0.0739,94.973,4,0.851,5,"Spring",0,2494,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"163","Ashanti","The Way That I Love You",2008-03-22,88,18,0.026,0.561,267680,0.897,0.000551,3,0.062,-4.011,0,0.111,79.687,4,0.527,3,"Spring",0,2494,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2008"
"164","Ashanti","Rain On Me",2003-08-30,78,20,0.35,0.609,297960,0.702,0,8,0.073,-3.161,0,0.035,83.637,4,0.513,8,"Summer",1,2494,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"165","Asher Roth","Lark On My Go-Kart",2009-05-09,95,1,0.594,0.492,174533,0.836,1e-05,2,0.114,-2.882,1,0.344,186.509,4,0.382,5,"Spring",1,2437,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2009"
"166","Asher Roth","I Love College",2009-02-28,55,17,0.107,0.708,241933,0.815,0,8,0.326,-4.044,1,0.25,86.493,4,0.657,2,"Winter",0,2437,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"2009"
"167","Ashlee Simpson","Boyfriend",2005-09-24,71,20,0.034,0.706,179427,0.743,2.88e-06,1,0.161,-2.988,0,0.0371,128.012,4,0.894,9,"Fall",3,4026,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2005"
"168","Ashlee Simpson","La La",2005-02-12,98,5,0,0.529,222400,0.905,0.204,11,0.088,-3.667,0,0.0919,129.991,4,0.512,2,"Winter",2,4026,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2005"
"169","Ashlee Simpson","Pieces Of Me",2004-07-03,61,21,0.054,0.5,217440,0.802,0,2,0.103,-4.205,1,0.104,174.039,4,0.739,7,"Summer",0,4026,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2004"
"170","Ashlee Simpson","L.O.V.E.",2005-11-05,78,18,0.003,0.592,153053,0.818,0.000649,5,0.622,-3.33,0,0.0643,191.917,4,0.926,11,"Fall",4,4026,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2005"
"171","Ashlee Simpson","Shadow",2004-10-02,68,7,0.042,0.445,237427,0.73,1.49e-05,0,0.098,-3.823,1,0.0286,77.911,4,0.346,10,"Fall",1,4026,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2004"
"172","Ashley Tisdale","He Said She Said",2007-01-27,97,8,0.097,0.694,188000,0.709,0,7,0.267,-6.205,0,0.103,114.966,4,0.566,1,"Winter",0,4095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"173","Ashley Tisdale","Be Good To Me",2007-02-17,96,2,0.141,0.655,213827,0.857,0,0,0.298,-4.148,1,0.0994,97.994,4,0.719,2,"Winter",1,4095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"174","Ashton Shepherd","Look It Up",2011-06-04,95,1,0.206,0.736,179013,0.709,0,5,0.06,-6.057,0,0.056,90.018,4,0.658,6,"Summer",0,3282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2011"
"175","Audioslave","Be Yourself",2005-03-26,100,18,0.178,0.424,278973,0.845,3.58e-06,11,0.18,-3.467,0,0.0528,116.657,4,0.379,3,"Spring",1,1024,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2005"
"176","Audioslave","Cochise",2002-11-23,77,15,0.001,0.452,222027,0.873,0,9,0.059,-4.867,1,0.0613,80.473,4,0.433,11,"Fall",0,1024,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2002"
"177","Audioslave","Doesn't Remind Me",2005-09-17,95,11,0.117,0.439,255000,0.779,1.17e-06,9,0.098,-3.469,1,0.0367,99.429,4,0.225,9,"Fall",2,1024,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2005"
"178","Audioslave","Original Fire",2006-08-05,79,2,0.01,0.638,218507,0.947,0.0727,9,0.386,-2.811,1,0.054,124.162,4,0.7,8,"Summer",2,1024,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"2006"
"179","August Alsina","No Love",2014-10-04,73,18,0.009,0.623,243920,0.63,0,0,0.91,-8.119,0,0.0789,130.928,4,0.34,10,"Fall",0,1683,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2014"
"180","Augustana","Boston",2006-10-21,88,24,0.182,0.404,245933,0.571,2.08e-05,0,0.129,-5.069,1,0.0303,147.01,4,0.29,10,"Fall",0,2438,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2006"
"181","Austin Mahone","What About Love",2013-06-29,74,9,0,0.632,203344,0.784,3.6e-05,2,0.037,-7.457,1,0.0393,100.019,4,0.278,6,"Summer",0,2297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2013"
"182","Avant","Makin' Good Love",2002-03-23,74,20,0.239,0.793,273693,0.647,0,4,0.124,-3.924,0,0.0383,142.268,4,0.718,3,"Spring",1,1782,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2002"
"183","Avant","Don't Take Your Love Away",2004-03-13,74,20,0.36,0.431,278947,0.525,0,7,0.086,-5.502,1,0.0971,185.733,3,0.375,3,"Spring",3,1782,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"184","Avant","4 Minutes",2006-03-25,94,14,0.091,0.825,240320,0.6,0,10,0.123,-5.378,1,0.162,119.956,4,0.607,3,"Spring",2,1782,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2006"
"185","Avant","Read Your Mind",2003-10-04,71,26,0.277,0.75,263507,0.391,5.99e-06,8,0.076,-7.087,0,0.0831,146.191,4,0.711,10,"Fall",2,1782,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"186","Avant","Don't Say No, Just Say Yes",2002-09-28,99,4,0.153,0.625,276213,0.493,5.17e-05,3,0.087,-5.73,0,0.0254,139.982,4,0.571,9,"Fall",2,1782,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2002"
"187","Avant","Separated",2000-04-29,62,20,0.284,0.793,255600,0.49,0,0,0.262,-6.241,1,0.0273,108.238,4,0.632,4,"Spring",0,1782,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2000"
"188","Avenged Sevenfold","Bat Country",2005-11-12,87,15,0,0.541,311813,0.968,8.28e-06,0,0.423,-4.129,1,0.0396,125.04,4,0.505,11,"Fall",0,727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2005"
"189","Avenged Sevenfold","Nightmare",2010-06-05,83,3,0,0.554,374453,0.949,9.98e-05,2,0.2,-4.928,1,0.0787,129.984,4,0.233,6,"Summer",0,727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2010"
"190","Avicii","Hey Brother",2013-12-21,78,23,0.028,0.537,255093,0.777,6.12e-05,7,0.084,-4.829,0,0.0473,124.943,4,0.427,12,"Winter",1,555,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"2013"
"191","Avicii","You Make Me",2013-10-05,85,1,0.002,0.582,233347,0.738,0.0083,6,0.149,-4.82,1,0.0408,125.008,4,0.525,10,"Fall",0,555,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"2013"
"192","Avril Lavigne","My Happy Ending",2004-07-31,70,25,0.001,0.414,242413,0.936,0,2,0.369,-2.407,1,0.0758,170.229,4,0.74,7,"Summer",4,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"193","Avril Lavigne","Girlfriend",2007-03-17,5,24,0.001,0.56,216600,0.959,0.000206,7,0.209,-2.433,1,0.102,163.983,4,0.67,3,"Spring",4,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"194","Avril Lavigne","Don't Tell Me",2004-04-03,65,20,0.005,0.523,202013,0.795,0,4,0.358,-2.92,1,0.0386,144.106,4,0.484,4,"Spring",3,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"195","Avril Lavigne","Sk8er Boi",2002-09-14,72,20,0,0.487,204000,0.9,0,0,0.358,-4.417,1,0.0482,149.937,4,0.484,9,"Fall",1,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2002"
"196","Avril Lavigne","When You're Gone",2007-05-05,90,20,0.189,0.458,240493,0.719,0,4,0.228,-3.921,0,0.0323,142.032,4,0.168,5,"Spring",4,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"197","Avril Lavigne","Wish You Were Here",2011-03-26,99,7,0.032,0.454,225760,0.865,0,4,0.186,-3.841,1,0.0561,166.018,4,0.34,3,"Spring",0,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2011"
"198","Avril Lavigne","Losing Grip",2003-04-26,71,6,0.001,0.534,233760,0.888,6.15e-06,8,0.077,-4.667,0,0.0972,158.368,4,0.582,4,"Spring",2,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2003"
"199","Avril Lavigne","Hot",2007-12-08,95,1,0.017,0.6,202973,0.938,0,8,0.355,-3.806,1,0.0821,144.953,4,0.469,12,"Winter",4,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2007"
"200","Avril Lavigne","Keep Holding On",2006-12-16,22,21,0.037,0.274,239907,0.786,0,7,0.143,-2.354,1,0.0333,161.061,3,0.146,12,"Winter",3,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2006"
"201","Avril Lavigne","Complicated",2002-06-01,68,31,0.057,0.585,244507,0.776,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4,0.427,6,"Summer",0,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2002"
"202","Avril Lavigne","Nobody's Home",2004-12-11,61,17,0.001,0.348,212413,0.907,0,5,0.161,-3.66,0,0.0497,185.406,4,0.177,12,"Winter",5,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2004"
"203","Avril Lavigne","Smile",2011-07-23,94,7,0.002,0.634,209520,0.848,0,1,0.068,-3.843,0,0.047,105.055,4,0.647,7,"Summer",1,1855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2011"
"204","AWOLNATION","Sail",2011-09-03,89,79,0.452,0.825,259102,0.435,0.609,1,0.095,-9.582,1,0.0568,119.038,4,0.243,9,"Fall",0,683,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"2011"
"205","B Rich","Whoa Now",2002-05-18,98,2,0.181,0.81,241533,0.784,0,10,0.088,-4.558,0,0.0672,91.024,4,0.792,5,"Spring",0,4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2002"
"206","B.o.B","Don't Let Me Fall",2010-04-24,67,1,0.006,0.543,275387,0.73,0,1,0.213,-6.086,0,0.0384,150.187,4,0.267,4,"Spring",0,1047,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2010"
"207","B.o.B","So Good",2012-03-10,11,18,0.04,0.66,213253,0.9,0,7,0.219,-5.02,1,0.14,85.51,4,0.591,3,"Spring",1,1047,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2012"
"208","B2K","Why I Love You",2002-11-02,73,4,0.05,0.697,239753,0.611,0,3,0.188,-6.108,1,0.0282,89.993,4,0.358,11,"Fall",2,4638,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"2002"
